Provincia;CMuni;Periodo;Edad_media_de_la_población;Porcentaje_de_hogares_unipersonales;Porcentaje_de_población_española;Porcentaje_de_población_extranjera;Tamaño_medio_del_hogar;100_y_más_años;De_0_a_4_años;De_5_a_9_años;De_10_a_14_años;De_15_a_19_años;De_20_a_24_años;De_25_a_29_años;De_30_a_34_años;De_35_a_39_años;De_40_a_44_años;De_45_a_49_años;De_50_a_54_años;De_55_a_59_años;De_60_a_64_años;De_65_a_69_años;De_70_a_74_años;De_75_a_79_años;De_80_a_84_años;De_85_a_89_años;De_90_a_94_años;De_95_a_99_años;poblacion__menor_16;poblacion_16_64;poblacion_mayor_65;Indice_Envejecimiento;Tasa_Dependencia;Hombres;Mujeres;Población;%_Hombres;%_Mujeres;area_km2;Densidad de población;Rural
Avila;05049;2022;53,200;43,600;98,800;1,200;2,100;1;6;7;7;17;19;22;21;17;20;24;41;60;34;29;24;16;23;22;14;4;23;272;133;5,783;0,574;231;197;428;53,972;46,028;40,467;10,577;True
Avila;05049;2023;53,400;42,500;98,100;1,900;2,100;0;8;7;7;12;22;21;21;18;17;26;45;52;43;26;24;18;23;17;15;4;24;275;127;5,292;0,549;230;196;426;53,991;46,009;40,467;10,527;True
Avila;05051;2021;55,200;54,800;99,400;0,600;1,900;1;2;3;2;3;7;5;7;12;7;12;12;14;10;11;19;14;10;10;2;0;8;88;67;8,375;0,852;91;72;163;55,828;44,172;14,168;11,505;True
Avila;05051;2022;54,700;50,000;97,500;2,500;1,900;0;6;1;3;3;6;5;7;9;10;7;12;11;11;14;13;20;7;9;3;0;11;80;66;6,000;0,963;88;69;157;56,051;43,949;14,168;11,081;True
Avila;05051;2023;55,200;51,200;97,500;2,500;1,900;0;4;2;4;3;9;5;5;9;12;10;9;14;11;13;12;21;10;5;4;0;11;86;65;5,909;0,884;91;71;162;56,173;43,827;14,168;11,434;True
Avila;05052;2021;61,900;61,200;100,000;0,000;1,600;0;0;0;0;0;2;3;6;3;6;6;4;8;3;6;10;8;8;7;0;3;0;41;42;inf;1,024;46;37;83;55,422;44,578;22,141;3,749;True
Avila;05052;2022;61,600;63,000;100,000;0,000;1,600;0;0;0;0;0;1;3;4;5;6;6;4;7;3;7;11;7;6;7;1;2;0;39;41;inf;1,051;45;35;80;56,250;43,750;22,141;3,613;True
Avila;05052;2023;62,700;61,500;100,000;0,000;1,600;0;0;1;0;0;1;2;5;5;6;4;3;9;8;6;9;9;7;5;3;2;1;43;41;41,000;0,977;45;40;85;52,941;47,059;22,141;3,839;True
Avila;05053;2021;68,600;61,400;100,000;0,000;1,600;0;0;2;1;0;0;1;3;1;6;4;0;2;5;3;9;10;8;7;5;4;3;22;46;15,333;2,227;43;28;71;60,563;39,437;18,359;3,867;True
Avila;05053;2022;65,400;59,100;100,000;0,000;1,600;0;0;2;1;0;0;1;3;3;6;2;2;1;4;4;7;12;7;5;4;6;3;22;45;15,000;2,182;39;31;70;55,714;44,286;18,359;3,813;True
Avila;05053;2023;65,900;65,100;100,000;0,000;1,500;0;0;2;1;0;0;1;4;3;5;2;3;1;7;4;7;10;6;6;4;4;3;26;41;13,667;1,692;40;30;70;57,143;42,857;18,359;3,813;True
Avila;05054;2021;49,100;40,600;96,500;3,500;2,100;2;50;55;56;59;51;50;66;71;99;115;115;116;130;86;85;72;52;70;25;8;173;860;400;2,312;0,666;734;699;1433;51,221;48,779;39,290;36,472;True
Avila;05054;2022;49,200;41,900;94,800;5,200;2,000;2;36;55;53;63;51;53;63;70;98;121;124;125;128;98;86;73;47;68;21;10;157;883;405;2,580;0,636;742;703;1445;51,349;48,651;39,290;36,778;True
Avila;05054;2023;49,800;43,300;94,000;6,000;2,000;0;36;63;50;55;51;51;57;75;83;127;118;129;125;99;91;71;46;57;23;10;160;860;397;2,481;0,648;726;691;1417;51,235;48,765;39,290;36,065;True
Avila;05055;2021;52,300;51,600;90,100;9,900;1,900;0;10;24;20;22;28;34;28;21;38;33;53;52;60;47;37;46;33;27;17;5;58;365;212;3,655;0,740;346;289;635;54,488;45,512;12,218;51,972;True
Avila;05055;2022;52,100;51,300;88,800;11,200;1,900;0;9;26;19;20;29;32;34;23;29;40;51;59;59;47;44;41;31;29;18;6;58;372;216;3,724;0,737;349;297;646;54,025;45,975;12,218;52,873;True
Avila;05055;2023;51,800;51,600;86,600;13,400;1,900;1;14;19;23;24;25;29;40;25;27;46;42;65;66;51;40;47;30;31;15;3;61;384;218;3,574;0,727;366;297;663;55,204;44,796;12,218;54,264;True
Avila;05056;2021;57,700;31,600;98,900;1,100;2,400;0;1;2;1;0;2;9;4;5;1;6;11;8;11;7;3;5;7;4;5;2;4;57;33;8,250;0,649;54;40;94;57,447;42,553;12,696;7,404;True
Avila;05056;2022;52,300;24,500;97,800;2,200;2,800;0;1;0;2;0;2;6;6;5;1;5;10;9;7;10;4;5;6;6;4;1;3;51;36;12,000;0,765;51;39;90;56,667;43,333;12,696;7,089;True
Avila;05056;2023;56,100;26,200;98,200;1,800;2,700;0;1;2;3;5;7;8;8;10;5;5;14;8;20;15;6;5;6;4;3;3;7;89;42;6,000;0,551;76;62;138;55,072;44,928;12,696;10,870;True
Avila;05057;2021;50,327;41,519;87,941;12,059;2,082;2;95;133;196;188;152;143;177;177;237;222;239;253;218;181;187;149;130;121;44;10;462;1968;824;1,784;0,653;1699;1555;3254;52,213;47,787;137,764;23,620;True
Avila;05057;2022;49,831;41,555;86,905;13,095;2,080;5;88;115;172;186;146;144;160;171;211;244;227;250;246;195;183;169;114;119;52;12;412;1948;849;2,061;0,647;1673;1536;3209;52,135;47,865;137,764;23,293;True
Avila;05057;2023;47,075;37,350;85,438;14,562;2,251;3;98;123;170;194;169;137;165;184;211;249;231;246;244;200;192;157;112;110;65;9;430;1991;848;1,972;0,642;1701;1568;3269;52,034;47,966;137,764;23,729;True
Avila;05058;2021;56,900;48,700;100,000;0,000;1,900;0;0;0;2;2;1;4;1;3;2;8;9;6;7;7;4;5;2;6;1;1;2;43;26;13,000;0,651;39;32;71;54,930;45,070;31,393;2,262;True
Avila;05058;2022;56,200;50,000;97,100;2,900;1,900;0;0;0;2;2;0;4;3;3;1;9;11;7;7;8;3;5;2;4;2;2;2;47;26;13,000;0,596;40;35;75;53,333;46,667;31,393;2,389;True
Avila;05058;2023;57,100;51,400;98,500;1,500;1,800;0;0;0;0;3;1;3;5;2;1;8;10;6;6;5;5;5;2;4;1;1;1;44;23;23,000;0,545;39;29;68;57,353;42,647;31,393;2,166;True
Avila;05059;2021;61,600;51,200;100,000;0,000;1,800;1;0;0;0;0;1;9;2;2;1;3;8;11;6;6;8;4;4;7;6;3;0;43;39;inf;0,907;50;32;82;60,976;39,024;14,171;5,786;True
Avila;05059;2022;62,500;55,000;100,000;0,000;1,800;0;0;0;0;0;1;8;3;0;3;0;10;8;9;6;7;6;3;4;3;3;0;42;32;inf;0,762;45;29;74;60,811;39,189;14,171;5,222;True
Avila;05059;2023;60,100;54,600;92,300;7,700;1,800;1;0;0;0;0;1;4;6;0;2;1;7;8;10;5;7;6;2;5;2;3;0;39;31;inf;0,795;41;29;70;58,571;41,429;14,171;4,940;True
Avila;05060;2021;58,300;31,700;99,000;1,000;2,500;0;0;0;0;5;3;7;3;2;3;7;6;15;8;9;6;7;5;7;8;2;1;58;44;44,000;0,776;55;48;103;53,398;46,602;20,309;5,072;True
Avila;05060;2022;59,100;34,200;99,000;1,000;2,400;0;2;0;0;3;5;7;3;2;5;5;5;12;12;9;5;6;5;7;8;1;3;58;41;13,667;0,759;55;47;102;53,922;46,078;20,309;5,022;True
Avila;05060;2023;58,500;31,700;98,100;1,900;2,500;0;1;2;0;2;4;5;5;2;5;4;5;10;13;7;8;5;7;5;10;0;3;55;42;14,000;0,818;54;46;100;54,000;46,000;20,309;4,924;True
Avila;05061;2021;42,300;27,800;95,000;5,000;2,500;0;12;24;12;25;14;19;19;22;37;27;32;17;21;12;13;13;4;12;4;2;53;228;60;1,132;0,496;175;166;341;51,320;48,680;11,256;30,295;True
Avila;05061;2022;41,700;30,900;95,900;4,100;2,400;0;15;22;16;22;11;20;25;25;39;28;27;20;24;14;12;13;5;8;9;1;57;237;62;1,088;0,502;187;169;356;52,528;47,472;11,256;31,628;True
Avila;05061;2023;42,400;30,300;95,400;4,600;2,400;0;16;28;16;18;14;19;24;32;31;33;31;18;26;14;11;13;5;9;7;1;64;242;60;0,938;0,512;190;176;366;51,913;48,087;11,256;32,516;True
Avila;05062;2021;58,700;46,600;100,000;0,000;2,000;0;2;0;0;5;9;7;12;3;6;8;9;18;17;17;4;9;10;16;6;2;3;93;64;21,333;0,720;82;78;160;51,250;48,750;18,436;8,679;True
Avila;05062;2022;58,900;43,500;99,300;0,700;2,100;0;1;0;0;5;7;6;11;3;5;9;3;21;19;17;5;7;7;16;6;2;2;88;60;30,000;0,705;78;72;150;52,000;48,000;18,436;8,136;True
Avila;05062;2023;57,700;40,600;93,900;6,100;2,100;0;1;0;0;3;8;5;10;4;5;10;3;18;16;17;11;6;8;14;5;1;2;81;62;31,000;0,790;74;71;145;51,034;48,966;18,436;7,865;True
Avila;05063;2021;68,700;64,700;100,000;0,000;1,700;0;0;1;0;0;0;1;2;0;1;3;1;2;2;1;1;0;6;6;4;0;1;12;18;18,000;1,583;19;12;31;61,290;38,710;4,842;6,402;True
Avila;05063;2022;68,900;62,500;100,000;0,000;1,600;0;0;1;0;0;0;1;1;0;0;4;1;2;2;2;0;0;5;5;4;1;1;11;17;17,000;1,636;16;13;29;55,172;44,828;4,842;5,989;True
Avila;05063;2023;74,800;64,300;100,000;0,000;1,500;0;0;1;0;0;0;0;2;1;0;3;0;2;1;2;0;0;3;6;4;1;1;9;16;16,000;1,889;14;12;26;53,846;46,154;4,842;5,370;True
Avila;05064;2021;58,800;50,900;99,000;1,000;1,900;0;0;1;3;0;5;5;2;5;5;3;10;12;12;10;9;5;9;8;2;1;4;59;44;11,000;0,814;60;47;107;56,075;43,925;26,842;3,986;True
Avila;05064;2022;60,200;50,000;99,000;1,000;1,900;0;0;1;1;2;5;2;4;4;4;4;10;10;11;12;8;4;8;6;4;1;2;56;43;21,500;0,804;58;43;101;57,426;42,574;26,842;3,763;True
Avila;05064;2023;59,200;50,000;97,000;3,000;1,900;1;0;0;2;2;4;3;3;1;5;5;9;10;11;11;9;4;7;7;4;0;2;53;43;21,500;0,849;57;41;98;58,163;41,837;26,842;3,651;True
Avila;05065;2021;53,400;34,600;96,700;3,300;2,300;0;15;15;11;13;15;20;42;22;28;27;33;61;41;35;24;21;24;36;10;3;44;299;153;3,477;0,659;264;232;496;53,226;46,774;31,919;15,539;True
Avila;05065;2022;54,400;34,600;96,600;3,400;2,200;0;9;14;10;10;16;19;37;28;23;23;32;56;48;39;21;23;21;38;12;3;35;290;157;4,486;0,662;254;228;482;52,697;47,303;31,919;15,101;True
Avila;05065;2023;54,200;33,900;96,300;3,700;2,200;0;9;14;9;7;14;18;33;30;21;25;27;51;57;38;21;23;19;36;18;4;33;282;159;4,818;0,681;254;220;474;53,586;46,414;31,919;14,850;True
Avila;05066;2021;52,100;42,700;98,100;1,900;2,100;1;9;22;13;15;15;24;19;32;29;35;49;48;43;43;36;29;24;15;9;4;47;306;161;3,426;0,680;286;228;514;55,642;44,358;19,171;26,811;True
Avila;05066;2022;52,200;43,800;96,500;3,500;2,000;1;11;15;17;12;21;26;14;30;30;34;44;51;48;45;34;38;19;17;11;4;45;308;169;3,756;0,695;286;236;522;54,789;45,211;19,171;27,229;True
Avila;05066;2023;52,200;45,000;95,800;4,200;2,000;0;9;9;20;14;20;23;19;29;32;31;46;50;48;46;33;39;21;15;11;2;41;309;167;4,073;0,673;288;229;517;55,706;44,294;19,171;26,968;True
Avila;05067;2021;57,200;46,700;100,000;0,000;2,100;0;0;0;1;1;4;4;4;0;3;4;10;10;7;1;2;1;7;4;2;3;1;47;20;20,000;0,447;41;27;68;60,294;39,706;15,451;4,401;True
Avila;05067;2022;55,800;43,300;100,000;0,000;2,200;0;0;0;1;1;4;3;4;1;1;5;8;11;6;2;1;1;5;5;2;3;1;44;19;19,000;0,455;37;27;64;57,812;42,188;15,451;4,142;True
Avila;05067;2023;56,100;41,400;100,000;0,000;2,200;1;0;0;1;1;4;3;3;3;1;5;9;11;7;3;1;1;3;6;1;1;1;47;17;17,000;0,383;37;28;65;56,923;43,077;15,451;4,207;True
Avila;05069;2021;55,200;42,900;100,000;0,000;2,000;1;0;0;0;2;6;2;7;4;5;5;3;4;7;9;8;8;0;1;0;1;0;45;28;inf;0,622;40;33;73;54,795;45,205;14,745;4,951;True
Avila;05069;2022;54,000;40,000;94,700;5,300;2,200;0;0;0;0;2;2;4;4;7;4;6;2;4;8;7;9;9;0;0;2;0;0;43;27;inf;0,628;39;31;70;55,714;44,286;14,745;4,747;True
Avila;05069;2023;57,500;40,500;93,100;6,900;1,900;0;2;0;0;3;3;2;4;8;3;6;5;3;6;8;10;9;2;0;2;0;3;42;31;10,333;0,810;41;35;76;53,947;46,053;14,745;5,154;True
Avila;05070;2021;60,100;61,100;100,000;0,000;1,700;0;0;0;0;0;0;3;1;1;2;2;1;3;6;4;3;0;1;3;0;0;0;19;11;inf;0,579;18;12;30;60,000;40,000;11,476;2,614;True
Avila;05070;2022;56,700;63,200;87,100;12,900;1,600;0;0;0;0;0;0;2;1;2;1;2;0;4;6;5;2;1;0;4;0;0;0;18;12;inf;0,667;19;11;30;63,333;36,667;11,476;2,614;True
Avila;05070;2023;53,800;55,600;80,000;20,000;1,900;0;0;0;0;0;1;2;2;2;1;1;2;3;5;5;4;1;0;1;1;0;0;19;12;inf;0,632;20;11;31;64,516;35,484;11,476;2,701;True
Avila;05072;2021;49,400;27,000;92,300;7,700;2,500;0;1;10;4;2;3;5;3;10;8;11;11;4;7;6;5;2;10;4;3;1;15;64;31;2,067;0,719;56;54;110;50,909;49,091;19,387;5,674;True
Avila;05072;2022;48,900;33,300;92,300;7,700;2,300;0;2;5;9;2;3;3;5;8;5;11;13;6;6;5;4;4;7;4;2;2;16;62;28;1,750;0,710;54;52;106;50,943;49,057;19,387;5,468;True
Avila;05072;2023;49,900;29,000;92,100;7,900;2,300;0;1;5;8;3;2;4;5;8;5;8;15;7;5;5;5;3;5;6;1;2;15;61;27;1,800;0,689;53;50;103;51,456;48,544;19,387;5,313;True
Avila;05073;2021;57,400;37,000;99,600;0,400;2,100;0;3;5;5;5;3;13;17;20;10;18;27;26;31;19;16;20;17;20;10;2;14;169;104;7,429;0,698;156;131;287;54,355;45,645;43,042;6,668;True
Avila;05073;2022;58,000;40,700;99,600;0,400;2,000;0;2;3;4;8;3;14;10;17;14;19;23;30;28;23;20;14;17;19;10;5;11;164;108;9,818;0,726;152;131;283;53,710;46,290;43,042;6,575;True
Avila;05073;2023;56,800;43,100;100,000;0,000;2,000;0;4;3;3;9;3;6;12;16;11;19;18;32;25;29;22;13;17;18;8;7;12;149;114;9,500;0,846;147;128;275;53,455;46,545;43,042;6,389;True
Avila;05074;2021;53,500;35,900;97,900;2,100;2,300;0;19;16;20;20;27;39;34;37;44;51;54;59;63;44;48;48;43;46;20;4;59;424;253;4,288;0,736;384;352;736;52,174;47,826;36,412;20,213;True
Avila;05074;2022;53,600;38,400;98,200;1,800;2,200;1;21;18;20;19;21;37;42;28;40;50;51;55;66;50;47;44;39;49;23;3;63;405;256;4,063;0,788;376;348;724;51,934;48,066;36,412;19,884;True
Avila;05074;2023;53,100;35,700;96,700;3,300;2,200;2;20;15;15;23;22;33;47;34;31;51;47;54;63;49;54;43;41;47;19;6;55;400;261;4,745;0,790;370;346;716;51,676;48,324;36,412;19,664;True
Avila;05075;2021;56,300;47,800;97,200;2,800;1,900;2;0;4;3;4;2;1;3;4;5;6;12;6;3;13;9;5;8;10;8;2;8;45;57;7,125;1,444;57;53;110;51,818;48,182;24,640;4,464;True
Avila;05075;2022;54,200;54,400;98,900;1,100;1,900;2;0;1;5;3;1;3;2;3;4;6;11;9;3;9;8;6;4;13;9;3;7;44;54;7,714;1,386;53;52;105;50,476;49,524;24,640;4,261;True
Avila;05075;2023;56,000;48,800;98,800;1,200;1,900;1;0;1;4;9;1;3;2;4;3;8;9;8;2;10;7;5;2;12;12;4;7;47;53;7,571;1,277;52;55;107;48,598;51,402;24,640;4,343;True
Avila;05076;2021;45,600;28,500;97,000;3,000;2,500;0;23;28;33;29;17;26;43;35;47;48;51;55;31;22;29;28;17;23;4;3;90;376;126;1,400;0,574;316;276;592;53,378;46,622;12,622;46,902;True
Avila;05076;2022;45,700;28,500;97,700;2,300;2,500;0;21;24;31;35;12;33;45;35;43;52;44;58;35;27;28;27;12;26;5;3;83;385;128;1,542;0,548;311;285;596;52,181;47,819;12,622;47,219;True
Avila;05076;2023;45,600;27,200;97,400;2,600;2,500;0;17;25;31;37;17;29;40;37;40;48;50;58;39;27;25;27;16;20;11;4;80;388;130;1,625;0,541;308;290;598;51,505;48,495;12,622;47,378;True
Avila;05077;2021;55,500;35,800;96,300;3,700;2,400;0;2;2;2;9;3;5;6;8;11;8;16;9;5;14;17;16;9;11;4;1;8;78;72;9,000;1,026;89;69;158;56,329;43,671;9,811;16,104;True
Avila;05077;2022;55,100;35,300;96,800;3,200;2,300;0;6;2;2;8;5;3;6;6;11;9;15;12;4;11;18;17;10;11;2;2;12;77;71;5,917;1,078;88;72;160;55,000;45,000;9,811;16,308;True
Avila;05077;2023;56,500;39,100;96,700;3,300;2,200;0;7;3;2;5;7;2;6;8;9;9;16;12;4;10;17;16;11;10;2;2;13;77;68;5,231;1,052;88;70;158;55,696;44,304;9,811;16,104;True
Avila;05078;2021;59,500;43,500;100,000;0,000;2,000;0;0;0;1;0;1;5;4;9;5;2;2;10;9;20;10;5;2;7;3;1;1;47;48;48,000;1,043;55;41;96;57,292;42,708;20,004;4,799;True
Avila;05078;2022;60,600;40,000;100,000;0,000;2,000;0;0;2;1;0;1;4;4;8;7;3;0;8;11;17;12;6;2;3;4;1;3;46;45;15,000;1,043;54;40;94;57,447;42,553;20,004;4,699;True
Avila;05078;2023;62,000;42,200;100,000;0,000;2,000;0;0;0;1;0;1;2;6;5;8;2;1;4;12;18;13;7;1;3;4;1;1;41;47;47,000;1,171;52;37;89;58,427;41,573;20,004;4,449;True
Avila;05079;2021;56,000;62,200;100,000;0,000;1,600;0;0;1;1;0;2;5;3;0;3;4;7;5;7;10;6;4;1;1;3;1;2;36;26;13,000;0,778;38;26;64;59,375;40,625;20,466;3,127;True
Avila;05079;2022;57,800;61,100;100,000;0,000;1,600;0;0;2;1;0;2;3;3;2;3;2;6;5;7;11;6;1;1;1;2;1;3;33;23;7,667;0,788;36;23;59;61,017;38,983;20,466;2,883;True
Avila;05079;2023;56,700;63,900;100,000;0,000;1,600;0;0;0;2;0;1;3;3;0;5;1;6;6;7;10;7;2;1;1;0;3;2;32;24;12,000;0,812;35;23;58;60,345;39,655;20,466;2,834;True
Avila;05080;2021;59,300;60,000;97,900;2,100;1,600;0;0;0;0;0;0;0;0;2;2;4;3;2;2;2;2;7;4;2;3;1;0;15;21;inf;1,400;18;18;36;50,000;50,000;43,267;0,832;True
Avila;05080;2022;60,700;60,700;97,800;2,200;1,600;0;0;1;2;0;0;1;1;3;5;6;4;2;2;2;2;7;3;1;4;1;3;24;20;6,667;0,958;24;23;47;51,064;48,936;43,267;1,086;True
Avila;05080;2023;61,000;59,300;97,700;2,300;1,600;0;0;0;3;0;0;0;1;1;5;6;4;3;1;3;2;5;5;1;4;1;3;21;21;7,000;1,143;23;22;45;51,111;48,889;43,267;1,040;True
Avila;05081;2021;58,400;40,000;100,000;0,000;2,000;0;0;0;2;3;0;0;1;2;2;3;4;5;1;1;3;5;4;2;4;0;3;20;19;6,333;1,100;28;14;42;66,667;33,333;18,191;2,309;True
Avila;05081;2022;58,500;40,000;97,600;2,400;2,000;0;0;0;2;4;0;0;0;3;2;2;5;5;1;1;1;5;4;3;3;0;3;21;17;5,667;0,952;27;14;41;65,854;34,146;18,191;2,254;True
Avila;05081;2023;57,700;57,100;97,400;2,600;1,900;0;0;0;1;4;1;0;0;2;2;1;6;4;4;1;0;5;5;3;1;1;2;23;16;8,000;0,783;27;14;41;65,854;34,146;18,191;2,254;True
Avila;05082;2021;52,500;42,500;96,200;3,800;2,100;0;11;12;26;30;26;16;25;30;28;32;48;43;50;36;46;47;27;23;17;4;55;322;200;3,636;0,792;308;269;577;53,380;46,620;29,416;19,615;True
Avila;05082;2022;53,300;45,600;96,500;3,500;2,000;0;7;13;25;28;21;21;21;30;32;31;48;40;55;40;48;42;27;27;17;2;51;321;203;3,980;0,791;322;253;575;56,000;44,000;29,416;19,547;True
Avila;05082;2023;54,100;45,800;97,000;3,000;2,000;0;5;12;22;28;20;23;18;23;30;34;39;43;50;42;46;43;29;24;16;1;45;302;201;4,467;0,815;304;244;548;55,474;44,526;29,416;18,629;True
Avila;05083;2021;55,500;39,700;95,500;4,500;2,000;0;2;3;5;2;2;4;5;9;8;10;8;8;14;12;15;14;10;8;5;3;10;70;67;6,700;1,100;76;71;147;51,701;48,299;17,185;8,554;True
Avila;05083;2022;54,300;40,000;94,800;5,200;2,000;1;2;6;4;4;1;7;6;12;10;7;12;7;11;14;15;12;14;6;4;2;13;76;68;5,231;1,066;80;77;157;50,955;49,045;17,185;9,136;True
Avila;05083;2023;53,600;39,700;97,900;2,100;2,100;0;3;6;4;5;1;6;7;13;8;9;11;6;10;15;14;13;11;7;3;2;14;75;65;4,643;1,053;79;75;154;51,299;48,701;17,185;8,961;True
Avila;05084;2021;65,600;54,600;100,000;0,000;1,800;0;3;0;0;0;2;2;0;3;2;2;1;7;4;4;1;3;11;9;5;3;3;23;36;12,000;1,696;36;26;62;58,065;41,935;15,190;4,082;True
Avila;05084;2022;69,000;65,600;100,000;0,000;1,600;0;3;0;0;0;1;3;0;2;3;1;3;4;7;3;2;3;6;12;5;2;3;24;33;11,000;1,500;36;24;60;60,000;40,000;15,190;3,950;True
Avila;05084;2023;71,000;69,700;100,000;0,000;1,400;0;0;0;0;0;0;2;0;2;2;2;4;4;5;5;2;1;6;9;3;3;0;21;29;inf;1,381;33;17;50;66,000;34,000;15,190;3,292;True
Avila;05085;2021;52,900;42,900;97,600;2,400;2,100;0;1;3;3;0;0;0;1;2;5;4;0;0;4;4;2;5;5;2;0;1;7;16;19;2,714;1,625;19;23;42;45,238;54,762;15,460;2,717;True
Avila;05085;2022;54,700;47,600;97,700;2,300;2,100;0;0;3;4;0;1;0;2;1;5;4;1;1;4;2;4;4;6;1;1;0;7;19;18;2,571;1,316;21;23;44;47,727;52,273;15,460;2,846;True
Avila;05085;2023;51,600;52,200;97,900;2,100;2,100;0;0;3;4;0;1;0;1;1;5;4;1;1;4;1;5;5;5;2;1;0;7;18;19;2,714;1,444;22;22;44;50,000;50,000;15,460;2,846;True
Avila;05086;2021;62,800;37,500;100,000;0,000;1,900;0;0;0;0;0;0;2;0;4;1;8;9;9;3;4;10;6;4;7;7;0;0;36;38;inf;1,056;46;28;74;62,162;37,838;19,053;3,884;True
Avila;05086;2022;62,500;51,200;97,300;2,700;1,800;0;0;0;0;1;1;2;1;2;3;7;10;12;4;2;12;5;3;5;6;2;0;43;35;inf;0,814;48;30;78;61,538;38,462;19,053;4,094;True
Avila;05086;2023;59,500;52,500;98,700;1,300;1,900;0;0;0;0;1;1;2;1;2;3;6;10;12;4;3;10;4;5;4;3;3;0;42;32;inf;0,762;45;29;74;60,811;39,189;19,053;3,884;True
Avila;05087;2021;51,700;43,100;90,200;9,800;2,200;0;3;5;5;8;3;5;5;7;6;17;20;18;16;14;9;6;10;8;4;0;15;103;51;3,400;0,641;63;106;169;37,278;62,722;10,631;15,897;True
Avila;05087;2022;51,600;40,400;89,500;10,500;2,200;0;4;3;5;9;3;5;8;6;8;14;23;17;16;15;11;3;9;10;4;1;14;107;53;3,786;0,626;65;109;174;37,356;62,644;10,631;16,367;True
Avila;05087;2023;51,800;42,300;89,400;10,600;2,200;0;2;4;4;7;4;3;4;7;7;15;21;18;20;11;13;4;7;10;5;1;11;105;51;4,636;0,590;60;107;167;35,928;64,072;10,631;15,709;True
Avila;05088;2021;53,000;35,300;100,000;0,000;1,900;0;0;0;0;2;0;1;2;3;2;0;2;5;2;0;1;2;2;2;0;0;0;19;7;inf;0,368;13;13;26;50,000;50,000;11,590;2,243;True
Avila;05088;2022;53,800;36,800;100,000;0,000;1,900;0;0;0;0;1;2;1;2;2;4;3;1;5;5;0;1;1;3;2;0;0;0;26;7;inf;0,269;16;17;33;48,485;51,515;11,590;2,847;True
Avila;05088;2023;51,800;27,800;100,000;0,000;1,900;0;0;0;0;2;2;1;1;3;4;3;1;4;5;2;1;2;2;3;0;0;0;26;10;inf;0,385;16;20;36;44,444;55,556;11,590;3,106;True
Avila;05089;2021;56,900;50,000;96,600;3,400;1,900;0;8;11;13;18;23;20;21;20;24;36;52;49;39;41;34;29;26;36;20;6;36;298;192;5,333;0,765;267;259;526;50,760;49,240;37,384;14,070;True
Avila;05089;2022;56,400;50,600;98,000;2,000;1,900;1;4;8;10;15;23;21;19;16;15;33;51;53;42;41;37;27;28;31;21;7;25;285;193;7,720;0,765;258;245;503;51,292;48,708;37,384;13,455;True
Avila;05089;2023;57,200;50,000;97,400;2,600;1,900;3;3;7;10;14;21;22;19;18;13;32;49;47;53;36;38;25;27;30;19;3;23;285;181;7,870;0,716;248;241;489;50,716;49,284;37,384;13,080;True
Avila;05090;2021;55,900;41,400;100,000;0,000;2,300;2;2;3;2;0;1;4;3;2;4;5;8;6;4;5;10;5;3;3;2;0;7;37;30;4,286;1,000;39;35;74;52,703;47,297;22,147;3,341;True
Avila;05090;2022;59,800;41,400;95,200;4,800;2,100;0;2;2;1;0;1;4;2;1;5;4;7;5;5;5;7;7;3;3;2;0;5;34;27;5,400;0,941;36;30;66;54,545;45,455;22,147;2,980;True
Avila;05090;2023;60,000;50,000;95,400;4,600;2,000;0;0;1;0;0;1;4;2;1;4;5;7;4;5;6;5;9;3;3;2;0;1;33;28;28,000;0,879;32;30;62;51,613;48,387;22,147;2,799;True
Avila;05092;2021;53,600;38,200;97,400;2,600;2,300;0;4;3;1;4;3;7;13;15;5;6;15;10;21;13;5;10;12;4;4;0;9;98;48;5,333;0,582;89;66;155;57,419;42,581;19,374;8,000;True
Avila;05092;2022;54,800;39,400;98,000;2,000;2,200;0;4;4;2;4;2;7;9;16;6;6;12;10;18;16;7;8;11;6;6;0;11;89;54;4,909;0,730;87;67;154;56,494;43,506;19,374;7,949;True
Avila;05092;2023;55,800;40,900;98,600;1,400;2,100;0;4;3;1;3;3;3;8;15;9;5;10;11;20;11;11;8;9;8;5;0;9;86;52;5,778;0,709;82;65;147;55,782;44,218;19,374;7,587;True
Avila;05093;2021;49,100;48,300;82,400;17,600;1,900;0;10;18;12;8;16;20;27;25;40;32;36;41;33;34;32;26;14;18;7;3;42;276;134;3,190;0,638;254;198;452;56,195;43,805;48,377;9,343;True
Avila;05093;2022;49,400;48,700;79,000;21,000;1,900;0;17;25;20;13;18;22;25;29;44;39;39;47;41;41;28;28;13;13;13;2;65;314;138;2,123;0,646;292;225;517;56,480;43,520;48,377;10,687;True
Avila;05093;2023;50,400;47,700;79,900;20,100;1,900;0;9;19;25;16;18;16;28;22;43;44;44;43;43;44;27;26;19;6;16;2;56;314;140;2,500;0,624;287;223;510;56,275;43,725;48,377;10,542;True
Avila;05094;2021;56,200;42,700;97,100;2,900;1,900;0;1;3;2;1;7;5;3;9;7;11;9;15;6;6;4;12;10;11;7;2;6;73;52;8,667;0,795;73;58;131;55,725;44,275;21,530;6,085;True
